success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,response,ref_text,intro_text,challenge_text,resolve_text,writing_txt,writing_duration_rt,pre_writing_pause,stimulus
NULL,html-keyboard-response,5,2056188,0.0-5.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"白の組織により歳を取ってしまう薬を無理やり飲まされて、おじいちゃんの身体になってしまった。復復讐に燃える主人公は組織を壊滅する為に立ち向かうのであった。家族を頼ることなく一人で戦いを挑むために、まずは家を探さないといけない、しかし不動産に行くが、なかなか良い物件が見つからないので、老人ホームに入寮しようと決心する。老人ホームでは気の合う仲間に恵まれ楽しいひと時を過ごす、老人ホームに入寮して3か月後、ある一人の老人が老人ホームにやってきて、その老人も組織の薬によって年老いた身体になってしまった被害者だと知る。主人公はその老人と協力して組織に立ち向かおうと決心する。その老人から白の組織の情報を詳しく聞き出して組織に対抗する作戦を考えるが、まずは自分の身体を戦える状態に仕上げることが先決だと考えた。老人ホームのレクリエーションなどでリハビリに励みながら遂に組織と闘う身体が出来上がった。組織がある本社の居場所を突き止め、ヘルパーさんに道具の発注

",1200002,6354,NULL
NULL,html-keyboard-response,6,2060256,0.0-6.0,2810580,structured,2025/8/8 12:35,2025/8/8 13:09,debrief,NULL,4064, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,19,0.0-0.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,13920,0.0-1.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,320495,0.0-2.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,structure_outline_inst_tl,Array,306574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,800499,0.0-3.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,structure_outline_task,NULL,NULL,Array,なし,"都会から田舎の学校に転校してきたユウタ
勉強熱心なユウタをクラスメイトは次第に疎ましく思うようになる","ユウタはクラスメイトのヒロトから執拗ないじめを受ける
心配したユウタの親によって別の学校へ転校することになる","時が経って裁判官となったユウタの目の前には被告人としてヒロトが立っていた
公平な判決を下すことに努めたユウタが、公判の最後にヒロトに人間としての正義を説く",NULL,NULL,NULL,NULL
NULL,instructions,4,868579,0.0-4.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,main_task_inst_tl,Array,68076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2068582,0.0-5.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"東京から緑豊かな田畑の広がる田舎に引っ越してきたユウタは、転校初日をむかえた。
ユウタが緊張の面持ちで自己紹介を終えて席に着くと、隣の席のヒロトがこちらをチラチラと見ていた。ユウタは友達を作るのは苦手だったが、学校の勉強が好きだった。休み時間もノートを開いて前の授業の復習をした。そんなユウタをヒロトはからかい、次第にノートを隠したり破ったりするようないじめが始まった。いじめはどんどんエスカレートして、暴力をふるわれるようになったユウタは見るからに憔悴し、心配した両親によって再び転校することとなった。
転校先ではいじめがなくなり、好きな勉強をコツコツ続けた結果、ユウタは裁判官となることが出来た。初めての公判の日、目の前に立っていたのは暴力事件の被告人となったヒロトだった。ユウタは冷静に事実確認をして判決を下すと、ヒロトに自分を見つめ直すように説くのだった。",1200001,6187,NULL
NULL,html-keyboard-response,6,2072767,0.0-6.0,5090304,structured,2025/8/8 12:36,2025/8/8 13:10,debrief,NULL,4181, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,23,0.0-0.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5542,0.0-1.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,594445,0.0-2.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,structure_outline_inst_tl,Array,588902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,1074453,0.0-3.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,structure_outline_task,NULL,NULL,Array,バック・トゥ・ザ・フューチャー,"・平凡な日常に飽きている
・変わった博士と出会いタイムマシーンと出会う","・タイムマシーンを使い、過去を変えて、現在の自分を良くしようとする
・過去を変えて、現在が良くなるが、何か満足できなずに悩む","・自分のためではなく、他人のために何かをすることに喜びを感じることに気づく。
・他人のために何かをしようと決意して、終わる。",NULL,NULL,NULL,NULL
NULL,instructions,4,1181590,0.0-4.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,main_task_inst_tl,Array,107135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2381594,0.0-5.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"太郎は、大学を卒業して、就職して、結婚して子どももおり、幸せな毎日を送っていたが、なぜか満足できなかった。
ある日、近所に変わった博士がいると噂があり、その博士の自宅に行くと、タイムマシーンの乗り物を見せてもらった。
太郎は、これを使って、過去に行けば、満足できる現在になるのではないかと思い、博士に頼み過去に行くことを何度か繰り返した。
タイムマシーンで過去に戻って、競馬の大穴を当て、大金持ちになった。他にも色々過去を変えて、昔の自分よりも満足できる自分になった。
何もかも手に入れて幸せだったが、何故か満足できない。
ある日、道を歩いてる女性が、、ハンカチを落として拾ってあげて、お礼を言われたが、何か今までにない喜びを感じた。そして、自分のことばかりを考えていたことに気づかされ、他者に対して、何かをすることの大切さに気付かされた。
そして、何か他者のためにしようと決意し、前向きに生きていける感じがした。",1200001,9859,NULL
NULL,html-keyboard-response,6,2384271,0.0-6.0,804422,structured,2025/8/8 12:35,2025/8/8 13:15,debrief,NULL,2676, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,119,0.0-0.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4201,0.0-1.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,167906,0.0-2.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,structure_outline_inst_tl,Array,163703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,647914,0.0-3.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,structure_outline_task,NULL,NULL,Array,,"高校生の美咲は、ある日、理科室の掃除をしているとミントの香りがしてきたのでそのそばに行くと、突然気を失って倒れてしました。
美咲が、気が付いたとき、保健室のベッドに寝かされていて、横には、同じクラスの横田君がいました。",横田君は、不思議な人でした。美咲は、そんな横田君が、とても気になっていました。ある日、理科室にいる横田君を見かけた美咲は、また、ミントの香りがするのを感じました。そして、また、気を失ったのですが、目覚めると,,NULL,NULL,NULL,NULL
NULL,instructions,4,714273,0.0-4.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,main_task_inst_tl,Array,66356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1914279,0.0-5.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"高校生の美咲は、ある日、理科室の掃除をしていると、ミントの香りがしてきたので、そばに行くと、突然気を失って倒れました。
美咲が、気付いたとき、側には、同じクラスの横田君がいました。
横田君は、不思議な人でした。美咲は、横田君がとても気になっていました。
ある日、横田君の家に遊びに行くことになった美咲は、そこで、また、ミントの香りを嗅ぐことになりました。そして、美咲が気が付いたとき、ちょうど、一週間前の日に戻っていました。美咲は、初めは、気づいていませんでしたが、妹の一言で、一週間前に戻っている事に気付いたのです。きっと、あのミントの香りに何かあるのではないかと思った美咲は、横田君にミントの話をして見ました。その話を聞いた、横田君は、怪訝な顔をして、美咲に真実を話してくれました。自分は、未来から来た人間で、この時代にしかない、植物を探しに来たこと、そして、もうすぐ、未来に帰ることを話してくれました。そして、美咲の記憶から、自分という存在を消し去ることを話しました。
一週間後、横田君が未来に帰る日に、美咲と横田君は、学校の理科室に居ました。横田君は、美咲にミントの香りを嗅がせて、これで、さようならだね。と言いました。美咲は、ぜったにこのことを忘れないからと言いながら、気を失ってしまいました。
それから、10年たった、ある日、美咲は大学の実験室に居ました。そこに、一人の男性が訪ねてきました。それは、まぎれもなく、横田君でした。しかし、美咲は、気づくことなく",1200002,11775,NULL
NULL,html-keyboard-response,6,1919361,0.0-6.0,5208842,structured,2025/8/8 13:42,2025/8/8 14:14,debrief,NULL,5077, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
