"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","correct_answer","sentence_text","correct"
NULL,"classification_trial","html-button-response","54","457993","0.0-2.0-22.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"1198","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","55","458495","0.0-2.0-22.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","459945","0.0-2.0-23.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"1447","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","57","460449","0.0-2.0-23.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","462106","0.0-2.0-24.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"1655","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","59","462609","0.0-2.0-24.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","464675","0.0-2.0-25.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"2063","<p>話の構成を考えている。</p>","0","プランニング","話の構成を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","61","465177","0.0-2.0-25.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","62","466754","0.0-2.0-26.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"1574","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","63","467257","0.0-2.0-26.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","64","469018","0.0-2.0-27.0-0.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"1759","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","65","469520","0.0-2.0-27.0-1.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","66","499332","0.0-3.0","972848","outline","2025/8/8 12:30:52","2025/8/8 12:39:11",NULL,"29809","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","5912","0.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","59190","0.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47","Array","53277",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","62994","0.0-2.0-0.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"3754","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","3","63527","0.0-2.0-0.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","65582","0.0-2.0-1.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1971","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","5","66104","0.0-2.0-1.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","69952","0.0-2.0-2.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"3846","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","7","70482","0.0-2.0-2.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","75838","0.0-2.0-3.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"5354","<p>何となく窓の外を見ていた。</p>","0","その他","何となく窓の外を見ていた。",
NULL,"feedback_trial","html-keyboard-response","9","76364","0.0-2.0-3.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","79339","0.0-2.0-3.1-0.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"2973","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","11","79877","0.0-2.0-3.1-1.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","81615","0.0-2.0-4.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1736","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","13","82120","0.0-2.0-4.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","84510","0.0-2.0-5.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"2388","<p>タイマーの残り時間を確認した。</p>","3","その他","タイマーの残り時間を確認した。","1"
NULL,"feedback_trial","html-keyboard-response","15","85013","0.0-2.0-5.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","87886","0.0-2.0-6.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"2871","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","17","88393","0.0-2.0-6.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","90046","0.0-2.0-7.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1651","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","19","90563","0.0-2.0-7.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","92400","0.0-2.0-8.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1835","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","21","92917","0.0-2.0-8.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","94198","0.0-2.0-9.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1279","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","23","94730","0.0-2.0-9.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","100223","0.0-2.0-10.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"5492","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","25","100728","0.0-2.0-10.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","102487","0.0-2.0-11.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1757","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","27","103021","0.0-2.0-11.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","104886","0.0-2.0-12.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1863","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","29","105402","0.0-2.0-12.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","107382","0.0-2.0-13.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1978","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","31","107891","0.0-2.0-13.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","108998","0.0-2.0-14.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1105","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","33","109507","0.0-2.0-14.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","110630","0.0-2.0-15.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1121","<p>話の構成を考えている。</p>","0","プランニング","話の構成を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","35","111135","0.0-2.0-15.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","113470","0.0-2.0-16.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"2333","<p>誤字脱字を確認するために、本文を読み直している。</p>","0","修正","誤字脱字を確認するために、本文を読み直している。",
NULL,"feedback_trial","html-keyboard-response","37","113989","0.0-2.0-16.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","115322","0.0-2.0-16.1-0.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1331","<p>誤字脱字を確認するために、本文を読み直している。</p>","3","修正","誤字脱字を確認するために、本文を読み直している。",
NULL,"feedback_trial","html-keyboard-response","39","115836","0.0-2.0-16.1-1.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","117471","0.0-2.0-16.2-0.2","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1633","<p>誤字脱字を確認するために、本文を読み直している。</p>","2","修正","誤字脱字を確認するために、本文を読み直している。","1"
NULL,"feedback_trial","html-keyboard-response","41","117980","0.0-2.0-16.2-1.2","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","119302","0.0-2.0-17.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1320","<p>時系列を整理している。</p>","2","プランニング","時系列を整理している。",
NULL,"feedback_trial","html-keyboard-response","43","119840","0.0-2.0-17.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","122902","0.0-2.0-17.1-0.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"3060","<p>時系列を整理している。</p>","1","プランニング","時系列を整理している。",
NULL,"feedback_trial","html-keyboard-response","45","123446","0.0-2.0-17.1-1.1","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","125750","0.0-2.0-17.2-0.2","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"2302","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","47","126280","0.0-2.0-17.2-1.2","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","127486","0.0-2.0-18.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1204","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","49","128021","0.0-2.0-18.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","130010","0.0-2.0-19.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1987","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","51","130751","0.0-2.0-19.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","131861","0.0-2.0-20.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1109","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","53","132385","0.0-2.0-20.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","133733","0.0-2.0-21.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1327","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","55","134256","0.0-2.0-21.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","135502","0.0-2.0-22.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1246","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","57","136015","0.0-2.0-22.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","137591","0.0-2.0-23.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1574","<p>思いついた言葉をすぐに書いている。</p>","1","出力","思いついた言葉をすぐに書いている。","1"
NULL,"feedback_trial","html-keyboard-response","59","138124","0.0-2.0-23.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","139447","0.0-2.0-24.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1278","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","61","139976","0.0-2.0-24.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","62","141238","0.0-2.0-25.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1260","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","63","141748","0.0-2.0-25.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","64","143247","0.0-2.0-26.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1497","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","65","143753","0.0-2.0-26.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","66","145030","0.0-2.0-27.0-0.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"1275","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","67","145533","0.0-2.0-27.0-1.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","68","158546","0.0-3.0","6102932","control","2025/8/8 12:37:08","2025/8/8 12:39:47",NULL,"13012","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","37988","0.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","270567","0.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29","Array","232575",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","273164","0.0-2.0-0.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2595","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","3","273667","0.0-2.0-0.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","275198","0.0-2.0-1.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1528","<p>頭の中の話を形にしている。</p>","0","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","5","275699","0.0-2.0-1.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","277775","0.0-2.0-1.1-0.1","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2073","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","7","278277","0.0-2.0-1.1-1.1","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","279649","0.0-2.0-2.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1370","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","9","280150","0.0-2.0-2.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","282150","0.0-2.0-3.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1997","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","11","282652","0.0-2.0-3.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","285830","0.0-2.0-4.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"3175","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","13","286332","0.0-2.0-4.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","287967","0.0-2.0-5.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1633","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","15","288478","0.0-2.0-5.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","291276","0.0-2.0-6.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2796","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","17","291778","0.0-2.0-6.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","293433","0.0-2.0-7.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1653","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","19","293935","0.0-2.0-7.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","295088","0.0-2.0-8.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"1151","<p>話の構成を考えている。</p>","0","プランニング","話の構成を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","21","295589","0.0-2.0-8.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","297688","0.0-2.0-9.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2097","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","23","298190","0.0-2.0-9.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","300503","0.0-2.0-10.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2312","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","25","301006","0.0-2.0-10.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","303058","0.0-2.0-11.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2051","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","27","303565","0.0-2.0-11.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","305998","0.0-2.0-12.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2431","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","29","306500","0.0-2.0-12.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","308592","0.0-2.0-13.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"2090","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","31","309094","0.0-2.0-13.0-1.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","312256","0.0-2.0-14.0-0.0","109960","outline","2025/8/8 12:35:21","2025/8/8 12:41:29",NULL,"3160","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
